No.;Gene name;Oncogene or Tumor Suppresson gene
3279;FBXO31;#N/A
3280;ZDHHC9;#N/A
3281;FABP5;#N/A
3282;SLC3A2;#N/A
3283;RHOF;#N/A
3284;RPL24;#N/A
3285;TRIM3;#N/A
3286;LPIN1;#N/A
3287;FAF1;#N/A
3288;PKN3;#N/A
3289;CACNA1E;#N/A
3290;EIF4E3;#N/A
3291;H2BC17;#N/A
3292;GIT2;#N/A
3293;GNS;#N/A
3294;DERL1;#N/A
3295;ZDHHC7;#N/A
3296;RRBP1;#N/A
3297;USP17L2;#N/A
3298;OPN1LW;#N/A
3299;CARS1;#N/A
3300;AFAP1L1;#N/A
3301;RPLP2;#N/A
3302;RPS29;#N/A
3303;UBE2J2;#N/A
3304;MID2;#N/A
3305;MOB1A;#N/A
3306;UBA5;#N/A
3307;TM9SF4;#N/A
3308;IGKV4-1;#N/A
3309;LILRA3;#N/A
3310;MUC15;#N/A
3311;H2BC9;#N/A
3312;ANKRD26;x
3313;H2BC5;#N/A
3314;PKP3;#N/A
3315;H2BC14;#N/A
3316;AGK;#N/A
3317;PRKG2;#N/A
3318;MUC16;#N/A
3319;RPL27A;#N/A
3320;SH3PXD2A;#N/A
3321;FAM131B;#N/A
3322;H2BU1;#N/A
3323;KCTD13;#N/A
3324;NCR1;#N/A
3325;RCE1;#N/A
3326;TENT4A;#N/A
3327;BCAN;#N/A
3328;HAND1;#N/A
3329;TMOD3;#N/A
3330;EVL;#N/A
3331;RPS24;#N/A
3332;RPL23A;#N/A
3333;SUV39H2;#N/A
3334;HIPK1;#N/A
3335;RPL4;#N/A
3336;RPL6;#N/A
3337;RPL13A;#N/A
3338;STX12;#N/A
3339;RPS12;#N/A
3340;C6;#N/A
3341;FOXC2;#N/A
3342;RPS18;#N/A
3343;RGS14;#N/A
3344;RPL34;#N/A
3345;IGF2BP1;#N/A
3346;STAG2;x
3347;MTNR1B;#N/A
3348;CLIP1;#N/A
3349;TNIK;#N/A
3350;PAX3;x
3351;SGK2;#N/A
3352;RPL38;#N/A
3353;RPL19;#N/A
3354;PLXNB1;#N/A
3355;RPS5;#N/A
3356;ZNF568;#N/A
3357;RPL28;#N/A
3358;NR2C2;#N/A
3359;RPS21;#N/A
3360;TAOK2;#N/A
3361;ZWINT;#N/A
3362;CDCP1;#N/A
3363;SMC1A;x
3364;NSD1;x
3365;RPL3;#N/A
3366;MDFIC;#N/A
3367;UCHL1;x
3368;HIC2;#N/A
3369;RPL31;#N/A
3370;KIF23;#N/A
3371;UBE2V2;#N/A
3372;UBA1;x
3373;ATP1A1;x
3374;RPL32;#N/A
3375;CRYAB;#N/A
3376;PCNA;#N/A
3377;RPL7;#N/A
3378;SIAH2;#N/A
3379;PPARGC1B;#N/A
3380;RPL35A;#N/A
3381;PHF10;#N/A
3382;SETX;#N/A
3383;CD2;#N/A
3384;CAMK1;#N/A
3385;MSX2;#N/A
3386;THBD;#N/A
3387;MTMR4;#N/A
3388;CYP1A1;#N/A
3389;SMARCD3;#N/A
3390;VAMP8;#N/A
3391;TAF1;x
3392;BMF;#N/A
3393;SOST;#N/A
3394;RPS28;#N/A
3395;ATP5F1A;#N/A
3396;AURKB;x
3397;DNM1;#N/A
3398;ILF3;#N/A
3399;FGD5;#N/A
3400;HSD17B10;#N/A
3401;ETV7;#N/A
3402;ZNF148;#N/A
3403;SHANK2;#N/A
3404;ARMC8;#N/A
3405;RAG1;#N/A
3406;MAPRE1;#N/A
3407;PHLPP1;x
3408;CLASP2;#N/A
3409;EDEM1;#N/A
3410;ZNF282;#N/A
3411;RPL21;#N/A
3412;TNNC1;#N/A
3413;TERF2;#N/A
3414;MAP3K12;#N/A
3415;DPF1;#N/A
3416;CTCFL;#N/A
3417;GRK6;#N/A
3418;GAL;#N/A
3419;RYK;#N/A
3420;FTL;#N/A
3421;HOXD4;#N/A
3422;UBE2G2;#N/A
3423;DNAJA3;#N/A
3424;RPS4Y1;#N/A
3425;RPS26;#N/A
3426;RASSF2;#N/A
3427;CLDN1;#N/A
3428;ARID2;x
3429;FHL3;#N/A
3430;ZNF398;#N/A
3431;MCRS1;#N/A
3432;CBY1;#N/A
3433;NSD3;#N/A
3434;SERPINF2;#N/A
3435;PHF12;#N/A
3436;SEC24A;#N/A
3437;TAC1;#N/A
3438;BAIAP2L1;#N/A
3439;MEIS2;#N/A
3440;RUVBL1;#N/A
3441;OTUD5;#N/A
3442;MYH14;#N/A
3443;RPL12;#N/A
3444;ASH2L;#N/A
3445;RPL29;#N/A
3446;RHOD;#N/A
3447;NAB1;#N/A
3448;LDB2;#N/A
3449;PLTP;#N/A
3450;SNX33;#N/A
3451;EID3;#N/A
3452;CHMP5;#N/A
3453;RPL26L1;#N/A
3454;ANK2;#N/A
3455;ATP5F1B;#N/A
3456;SUMO4;#N/A
3457;CHMP3;#N/A
3458;RPL7A;#N/A
3459;CD22;#N/A
3460;CFB;#N/A
3461;SIRT3;#N/A
3462;BCL2L2-PABPN1;#N/A
3463;BCL9L;#N/A
3464;RLIM;#N/A
3465;CLEC5A;#N/A
3466;MASP2;#N/A
3467;FBXO11;x
3468;CIR1;#N/A
3469;RPL9;#N/A
3470;CAST;#N/A
3471;TNNT2;#N/A
3472;ANAPC13;#N/A
3473;L3MBTL2;#N/A
3474;ZBTB7A;x
3475;MASP1;#N/A
3476;RPS25;#N/A
3477;DOCK8;#N/A
3478;CBX6;#N/A
3479;LILRA4;#N/A
3480;NFX1;#N/A
3481;FNBP1L;#N/A
3482;RPL37;#N/A
3483;SIX4;#N/A
3484;PHC2;#N/A
3485;RPL22;#N/A
3486;SPARC;#N/A
3487;ZNF350;#N/A
3488;RPL15;#N/A
3489;ANAPC16;#N/A
3490;DPF2;#N/A
3491;GREM1;x
3492;SAP30;#N/A
3493;MATK;#N/A
3494;MAPK4;#N/A
3495;WARS1;#N/A
3496;ZFP90;#N/A
3497;PTPRB;#N/A
3498;HOXA5;#N/A
3499;CBX2;#N/A
3500;GP1BB;#N/A
3501;SH2D1B;#N/A
3502;LATS2;x
3503;ARAP3;#N/A
3504;IGF2R;#N/A
3505;APOC1;#N/A
3506;ARID1A;x
3507;TENM1;#N/A
3508;VPS35;#N/A
3509;ARG1;#N/A
3510;RPL39;#N/A
3511;KAT7;x
3512;SHISA2;#N/A
3513;MAP3K4;#N/A
3514;CTSO;#N/A
3515;BUB3;#N/A
3516;LYZ;#N/A
3517;DOK2;#N/A
3518;DYNC2H1;#N/A
3519;GSN;#N/A
3520;PTCH2;#N/A
3521;ASXL1;x
3522;RPL36AL;#N/A
3523;BPTF;#N/A
3524;HTR2A;#N/A
3525;DNM3;#N/A
3526;CLDN16;#N/A
3527;SMC3;x
3528;ATP1A3;#N/A
3529;MT-ND5;#N/A
3530;UVRAG;#N/A
3531;SULT2B1;#N/A
3532;PCOLCE;#N/A
3533;FUS;x
3534;JMY;#N/A
3535;RNF25;#N/A
3536;KAT8;#N/A
3537;RND1;#N/A
3538;SIKE1;#N/A
3539;UBE2D4;#N/A
3540;ATP5PB;#N/A
3541;RPL36A;#N/A
3542;NLRP4;#N/A
3543;FNBP1;#N/A
3544;ZNF250;#N/A
3545;LILRB2;#N/A
3546;RNASE7;#N/A
3547;PLP2;#N/A
3548;KIF7;#N/A
3549;CKS1B;#N/A
3550;CD244;#N/A
3551;CDK19;#N/A
3552;ATF3;#N/A
3553;LIMA1;#N/A
3554;ATG3;#N/A
3555;ARG2;#N/A
3556;PGK1;#N/A
3557;FHL2;#N/A
3558;TBC1D4;#N/A
3559;HMGB2;#N/A
3560;UBE2G1;#N/A
3561;RPL3L;#N/A
3562;SYNE2;#N/A
3563;ABCB11;#N/A
3564;ZRANB1;#N/A
3565;NMU;#N/A
3566;KIR2DL4;#N/A
3567;ZFPM1;#N/A
3568;SYNE4;#N/A
3569;BOC;#N/A
3570;RAG2;#N/A
3571;PPP1R12B;#N/A
3572;RFX6;#N/A
3573;ORM2;#N/A
3574;DEGS1;#N/A
3575;MBP;#N/A
3576;SERPINB6;#N/A
3577;SLC1A5;#N/A
3578;CSHL1;#N/A
3579;SETDB1;x
3580;TRA2B;#N/A
3581;TP53INP1;#N/A
3582;PRDM16;#N/A
3583;PHLPP2;x
3584;GAS1;#N/A
3585;GRK3;#N/A
3586;NFIL3;#N/A
3587;S1PR5;#N/A
3588;SPN;#N/A
3589;LDLR;#N/A
3590;ANAPC15;#N/A
3591;BAG5;#N/A
3592;ZIC2;#N/A
3593;FBXO32;#N/A
3594;SEC16A;#N/A
3595;LILRA1;#N/A
3596;RNF20;#N/A
3597;KIR2DS4;#N/A
3598;ZFYVE16;#N/A
3599;H2AC1;#N/A
3600;PTPRN2;#N/A
3601;LNX1;#N/A
3602;TBX5;#N/A
3603;CRLF3;#N/A
3604;H2AC21;#N/A
3605;ASAH1;#N/A
3606;GP9;#N/A
3607;KIR2DS5;#N/A
3608;DCC;#N/A
3609;ARHGEF9;#N/A
3610;FARP2;#N/A
3611;SLC27A2;#N/A
3612;H2AC15;#N/A
3613;RPS4Y2;#N/A
3614;ROBO2;#N/A
3615;ALDH3A2;#N/A
3616;ADH1C;#N/A
3617;PER1;#N/A
3618;MLLT11;#N/A
3619;MCF2L;#N/A
3620;PLCZ1;#N/A
3621;PA2G4;#N/A
3622;RANBP1;#N/A
3623;SLC11A2;#N/A
3624;CTSZ;#N/A
3625;PGAM1;#N/A
3626;CHMP4A;#N/A
3627;SEC24D;#N/A
3628;ILF2;#N/A
3629;NCR2;#N/A
3630;TRERF1;#N/A
3631;RPL17;#N/A
3632;WWC1;#N/A
3633;MRC2;#N/A
3634;VPS28;#N/A
3635;NPEPPS;#N/A
3636;UBE2J1;#N/A
3637;TRIM41;#N/A
3638;TAF7;#N/A
3639;DOCK4;#N/A
3640;PTPRN;#N/A
3641;CFD;#N/A
3642;SKIL;#N/A
3643;SAP30L;#N/A
3644;RPL41;#N/A
3645;IDE;#N/A
3646;RFXANK;#N/A
3647;KDM3A;#N/A
3648;TFEC;#N/A
3649;EHMT2;#N/A
3650;CPSF4;#N/A
3651;E2F7;#N/A
3652;HECW2;#N/A
3653;TRAF7;#N/A
3654;FUT8;#N/A
3655;BCL9;x
3656;CDC42BPA;#N/A
3657;RNF6;#N/A
3658;PCYT1A;#N/A
3659;CDC42BPB;#N/A
3660;KIF11;#N/A
3661;KIF14;#N/A
3662;FOXJ1;#N/A
3663;DNAL4;#N/A
3664;MT-ND1;#N/A
3665;RORB;#N/A
3666;CRADD;#N/A
3667;ATP1A4;#N/A
3668;GPX1;#N/A
3669;FBXO22;#N/A
3670;PILRB;#N/A
3671;ITSN1;#N/A
3672;S100A7A;#N/A
3673;PDZD3;#N/A
3674;PRSS3;#N/A
3675;GP5;#N/A
3676;PYDC2;#N/A
3677;CHMP4C;#N/A
3678;CNPY3;#N/A
3679;TMED2;#N/A
3680;KIR2DS1;#N/A
3681;LRP2;#N/A
3682;GGH;#N/A
3683;CD53;#N/A
3684;ACTA1;#N/A
3685;PTX3;#N/A
3686;CSN2;#N/A
3687;ZP3;#N/A
3688;RPL22L1;#N/A
3689;SPTLC1;#N/A
3690;SLC22A5;#N/A
3691;PDHA2;#N/A
3692;SEMA4D;#N/A
3693;SLC5A7;#N/A
3694;CELF1;#N/A
3695;DEDD2;#N/A
3696;CTSF;#N/A
3697;UBR1;#N/A
3698;GOLT1B;#N/A
3699;NUS1;#N/A
3700;FMOD;#N/A
3701;ANKLE2;#N/A
3702;TMPRSS6;#N/A
3703;TRIM71;#N/A
3704;SIGMAR1;#N/A
3705;THOP1;#N/A
3706;RPL10L;#N/A
3707;H2AW;#N/A
3708;CYP24A1;#N/A
3709;GCLC;#N/A
3710;COMT;#N/A
3711;STK38;#N/A
3712;EPX;#N/A
3713;ALPG;#N/A
3714;OPTN;#N/A
3715;NR0B1;#N/A
3716;OLFM1;#N/A
3717;RFPL1;#N/A
3718;ZDHHC17;#N/A
3719;PPM1F;#N/A
3720;CBFB;x
3721;PRMT6;#N/A
3722;CBX3;#N/A
3723;CLTB;#N/A
3724;GPLD1;#N/A
3725;ARID5B;x
3726;CLDN11;#N/A
3727;ALDH1A2;#N/A
3728;THRAP3;#N/A
3729;FAM162A;#N/A
3730;ERC1;x
3731;TBX3;x
3732;ARHGEF17;#N/A
3733;UBE2A;x
3734;INPP5K;#N/A
3735;RAP2B;#N/A
3736;USP16;#N/A
3737;HSPE1;#N/A
3738;TIMP3;#N/A
3739;CCT6A;#N/A
3740;PSG4;#N/A
3741;PPP1R9B;#N/A
3742;ZBTB49;#N/A
3743;DEAF1;#N/A
3744;OPHN1;#N/A
3745;OSR1;#N/A
3746;NACC2;#N/A
3747;NKX6-1;#N/A
3748;TF;#N/A
3749;ZKSCAN3;#N/A
3750;CDH13;#N/A
3751;FANK1;#N/A
3752;TBX2;#N/A
3753;PDCD1LG2;x
3754;ABCA7;#N/A
3755;KLF11;#N/A
3756;NEUROG3;#N/A
3757;MFHAS1;#N/A
3758;FCN1;#N/A
3759;ZNF503;#N/A
3760;NR2F1;#N/A
3761;AFAP1L2;#N/A
3762;UBAP2;#N/A
3763;CAMKK1;#N/A
3764;GFI1;#N/A
3765;LRP3;#N/A
3766;E2F6;#N/A
3767;MADCAM1;#N/A
3768;CENPF;#N/A
3769;HMGN5;#N/A
3770;CDRT15;#N/A
3771;AHR;#N/A
3772;STX5;#N/A
3773;RBMX;#N/A
3774;RCAN1;#N/A
3775;DDX20;#N/A
3776;CEP290;#N/A
3777;RNF14;#N/A
3778;PACS1;#N/A
3779;MYO5C;#N/A
3780;UACA;#N/A
3781;HEXIM1;#N/A
3782;FH;x
3783;DSG2;#N/A
3784;ATP5F1C;#N/A
3785;DRD4;#N/A
3786;TPM2;#N/A
3787;CCT7;#N/A
3788;ATP5PF;#N/A
3789;MAP4K4;x
3790;CRHBP;#N/A
3791;HBA1;#N/A
3792;RAB10;#N/A
3793;REG3A;#N/A
3794;WLS;#N/A
3795;SSTR2;#N/A
3796;USP34;#N/A
3797;ATP5MC1;#N/A
3798;MEF2D;x
3799;CFI;#N/A
3800;C9orf72;#N/A
3801;PRC1;#N/A
3802;TARBP2;#N/A
3803;HPN;#N/A
3804;RAB6A;#N/A
3805;MXD4;#N/A
3806;SV2B;#N/A
3807;LAPTM5;#N/A
3808;SERPINA3;#N/A
3809;UBE2E3;#N/A
3810;AKR1C2;#N/A
3811;TANC2;#N/A
3812;ACY1;#N/A
3813;CCKBR;#N/A
3814;ST3GAL4;#N/A
3815;MYL12A;#N/A
3816;NEDD8;#N/A
3817;TXK;#N/A
3818;FKBP5;#N/A
3819;TLE2;#N/A
3820;SSTR3;#N/A
3821;ASB11;#N/A
3822;SLPI;#N/A
3823;SERPINB13;#N/A
3824;NUDT6;#N/A
3825;ARHGEF3;#N/A
3826;HACE1;#N/A
3827;BCOR;x
3828;RNF123;#N/A
3829;MED4;#N/A
3830;E4F1;#N/A
3831;ASB9;#N/A
3832;HTR3C;#N/A
3833;RYBP;x
3834;CDC42EP2;#N/A
3835;ARID1B;x
3836;GALR2;#N/A
3837;GALR1;#N/A
3838;CAND1;#N/A
3839;CXXC1;#N/A
3840;PLAC8;#N/A
3841;KIR2DS2;#N/A
3842;CDC34;#N/A
3843;SCMH1;#N/A
3844;SYNCRIP;#N/A
3845;DCXR;#N/A
3846;ZNF24;#N/A
3847;S100A13;#N/A
3848;MPP7;#N/A
3849;ZNF430;#N/A
3850;GDF5;#N/A
3851;TMSB10;#N/A
3852;HECW1;#N/A
3853;SRSF1;#N/A
3854;SLC4A4;#N/A
3855;F10;#N/A
3856;NFYA;#N/A
3857;ADA;#N/A
3858;NXF1;#N/A
3859;IL17B;#N/A
3860;LLGL2;#N/A
3861;MCF2;#N/A
3862;PLEKHG2;#N/A
3863;RBM5;#N/A
3864;NET1;#N/A
3865;PRDM1;x
3866;ARHGEF4;#N/A
3867;TACR1;#N/A
3868;SIRPB1;#N/A
3869;FGD1;#N/A
3870;DLG5;#N/A
3871;PCSK5;#N/A
3872;LMO2;x
3873;NOTUM;#N/A
3874;TBPL1;#N/A
3875;MT-ND2;#N/A
3876;BASP1;#N/A
3877;MED25;#N/A
3878;HTR2C;#N/A
3879;TOR1AIP1;#N/A
3880;ARHGAP8;#N/A
3881;GOPC;#N/A
3882;UBR5;x
3883;BAG6;#N/A
3884;PPIF;#N/A
3885;BTN3A1;#N/A
3886;KLF6;#N/A
3887;ZGPAT;#N/A
3888;ATP5PD;#N/A
3889;ELAVL4;#N/A
3890;S100P;#N/A
3891;ARHGEF18;#N/A
3892;SSTR1;#N/A
3893;SSTR4;#N/A
3894;KALRN;#N/A
3895;GPR18;#N/A
3896;PDE6G;#N/A
3897;MYADM;#N/A
3898;DHRS4;#N/A
3899;CANT1;x
3900;ITLN1;#N/A
3901;MGLL;#N/A
3902;TRIM56;#N/A
3903;ZNF688;#N/A
3904;EWSR1;x
3905;NETO2;#N/A
3906;SERPINB9;#N/A
3907;PLN;#N/A
3908;SLAMF7;#N/A
3909;SCAMP1;#N/A
3910;OBSCN;#N/A
3911;CLEC4M;#N/A
3912;EFCAB7;#N/A
3913;DEPTOR;#N/A
3914;KHK;#N/A
3915;HCFC2;#N/A
3916;EIF3A;#N/A
3917;MT-ND4;#N/A
3918;TNS3;#N/A
3919;MCAM;#N/A
3920;GPR55;#N/A
3921;DES;#N/A
3922;AZI2;#N/A
3923;GPSM3;#N/A
3924;MAG;#N/A
3925;EXOC7;#N/A
3926;ABCA12;#N/A
3927;AURKA;x
3928;TPST1;#N/A
3929;TSG101;#N/A
3930;UBE2Z;#N/A
3931;PPP1R3A;#N/A
3932;FUZ;#N/A
3933;MYO1F;#N/A
3934;GLIS3;#N/A
3935;ICAM3;#N/A
3936;PPP1R3D;#N/A
3937;ATP5F1E;#N/A
3938;ADRA1D;#N/A
3939;SGCD;#N/A
3940;TERF1;#N/A
3941;DPEP1;#N/A
3942;TSPAN14;#N/A
3943;FMNL3;#N/A
3944;FMNL2;#N/A
3945;ANKFY1;#N/A
3946;MACO1;#N/A
3947;LAT2;#N/A
3948;PARD6G;#N/A
3949;MKNK2;#N/A
3950;ARHGAP15;#N/A
3951;LEMD3;#N/A
3952;CD93;#N/A
3953;SMARCE1;x
3954;NR1I3;#N/A
3955;EPSTI1;#N/A
3956;MT-ND3;#N/A
3957;NPAS2;#N/A
3958;WRN;x
3959;SLAMF6;#N/A
3960;DOK3;#N/A
3961;TMEM43;#N/A
3962;PITX2;#N/A
3963;GDA;#N/A
3964;MLLT3;x
3965;ATP5MC2;#N/A
3966;SEPTIN4;#N/A
3967;MT-ATP8;#N/A
3968;TOMM40;#N/A
3969;HVCN1;#N/A
3970;SIRT6;#N/A
3971;PIWIL2;#N/A
3972;SGCB;#N/A
3973;CD6;#N/A
3974;SORBS1;#N/A
3975;ACP5;#N/A
3976;SPDL1;#N/A
3977;SYNPO;#N/A
3978;PRCC;x
3979;ZNF133;#N/A
3980;SESN2;x
3981;UBR2;#N/A
3982;MYL6;#N/A
3983;MAPK15;#N/A
3984;MAF;#N/A
3985;IKZF1;#N/A
3986;PGAM5;#N/A
3987;BCL11B;x
3988;TJP2;#N/A
3989;BNIP3L;#N/A
3990;DAPP1;#N/A
3991;FHIT;x
3992;FLI1;x
3993;HSPA4;#N/A
3994;MUTYH;x
3995;TRIM44;#N/A
3996;KLHL9;#N/A
3997;DST;#N/A
3998;SPATA2;#N/A
3999;SEPTIN11;#N/A
4000;RBAK;#N/A
4001;EPS15;#N/A
4002;STEAP3;#N/A
4003;H3-5;#N/A
4004;CKS2;#N/A
4005;GLT8D2;#N/A
4006;SLC8A1;#N/A
4007;SH3GLB1;#N/A
4008;CFL2;#N/A
4009;COPB1;#N/A
4010;VANGL2;#N/A
4011;ARHGAP25;#N/A
4012;RCN2;#N/A
4013;KCNA4;#N/A
4014;SAE1;#N/A
4015;CCDC6;#N/A
4016;F8;#N/A
4017;TCL1B;x
4018;SOCS7;#N/A
4019;RDH13;#N/A
4020;EIF2AK1;#N/A
4021;NXF2;#N/A
4022;KLHL12;#N/A
4023;ARID4B;x
4024;TRPV4;#N/A
4025;PGLYRP3;#N/A
4026;NXF3;#N/A
4027;GLS;#N/A
4028;WDFY3;#N/A
4029;ZFR;#N/A
4030;DET1;#N/A
4031;MED16;#N/A
4032;CHAD;#N/A
4033;GRIN2C;#N/A
4034;CASP6;#N/A
4035;JMJD1C;#N/A
4036;ELF1;#N/A
4037;PRKRA;#N/A
4038;TBPL2;#N/A
4039;NUDC;#N/A
4040;WDR41;#N/A
4041;MAFF;#N/A
4042;KRTAP4-12;#N/A
4043;NACC1;#N/A
4044;ZNRF2;#N/A
4045;KCNB1;#N/A
4046;CHRNB3;#N/A
4047;CLDN10;#N/A
4048;GOLGA2;#N/A
4049;LAIR1;#N/A
4050;SEPTIN6;#N/A
4051;TP73;#N/A
4052;GRIA3;#N/A
4053;PRDX3;#N/A
4054;SLC9A3R2;#N/A
4055;RYR3;#N/A
4056;RAD51AP1;#N/A
4057;RIMS1;#N/A
4058;MPL;x
4059;CD180;#N/A
4060;INHBE;#N/A
4061;MT-ND6;#N/A
4062;AHNAK;#N/A
4063;MED30;#N/A
4064;HOXA10;#N/A
4065;ADAM19;#N/A
4066;MLF1;#N/A
4067;CKAP5;#N/A
4068;CPNE3;#N/A
4069;GYPA;#N/A
4070;TXNRD2;#N/A
4071;PPP1R3B;#N/A
4072;NR2E3;#N/A
4073;KIFBP;#N/A
4074;TLE3;#N/A
4075;MYBPC3;#N/A
4076;CLDN6;#N/A
4077;ABCB1;x
4078;CLEC2D;#N/A
4079;FDPS;#N/A
4080;RAB39B;#N/A
4081;CLDN2;#N/A
4082;CLDN7;#N/A
4083;YME1L1;#N/A
4084;USP47;#N/A
4085;TRIM63;#N/A
4086;CLDN8;#N/A
4087;GDF9;#N/A
4088;RBBP5;#N/A
4089;PPP1R3E;#N/A
4090;MLEC;#N/A
4091;WAPL;#N/A
4092;BMP8B;#N/A
4093;FOXK1;#N/A
4094;CDC14B;#N/A
4095;RAB4A;#N/A
4096;SGCG;#N/A
4097;MYL10;#N/A
4098;CYP2E1;#N/A
4099;GFOD1;#N/A
4100;ZBTB38;#N/A
4101;ZNRF3;x
4102;HERC6;#N/A
4103;ZNF91;#N/A
4104;DHX33;#N/A
4105;NAA50;#N/A
4106;LGR4;#N/A
4107;BHLHE41;#N/A
4108;AGAP2;#N/A
4109;ARHGAP5;#N/A
4110;NDFIP1;#N/A
4111;MAF1;#N/A
4112;PIK3C2A;#N/A
4113;PIAS2;#N/A
4114;POU2AF1;#N/A
4115;CTR9;x
4116;DHDDS;#N/A
4117;TARDBP;#N/A
4118;NCL;#N/A
4119;HOXA11;x
4120;PCSK6;#N/A
4121;CNOT1;#N/A
4122;CA8;#N/A
4123;GPSM1;#N/A
4124;KRTAP5-9;#N/A
4125;IER2;#N/A
4126;PCM1;#N/A
4127;ZMYND11;#N/A
4128;ARHGEF15;#N/A
4129;NECAB2;#N/A
4130;TRIML2;#N/A
4131;TGFB1I1;#N/A
4132;LNPEP;#N/A
4133;SKA1;#N/A
4134;CHST15;#N/A
4135;SS18;x
4136;EHMT1;#N/A
4137;RAB11A;#N/A
4138;LLGL1;#N/A
4139;KANK2;#N/A
4140;KLF5;x
4141;GABBR1;#N/A
4142;ELAVL1;#N/A
4143;MYOC;#N/A
4144;THAP7;#N/A
4145;FBXW5;#N/A
4146;NAA15;#N/A
4147;CCT8;#N/A
4148;ZNF140;#N/A
4149;DDX21;#N/A
4150;ALG3;#N/A
4151;C1QTNF3;#N/A
4152;SH3GL3;#N/A
4153;SPDEF;#N/A
4154;ESRRB;#N/A
4155;USP25;#N/A
4156;SOX14;#N/A
4157;RFX5;#N/A
4158;RCN3;#N/A
4159;MZF1;#N/A
4160;SLC6A2;#N/A
4161;DR1;#N/A
4162;PGLYRP1;#N/A
4163;POMT1;#N/A
4164;SPDYA;#N/A
4165;RLF;#N/A
4166;DTNBP1;#N/A
4167;BTN3A2;#N/A
4168;COPS2;#N/A
4169;KCNAB2;#N/A
4170;FBXO7;#N/A
4171;MACROH2A1;#N/A
4172;IGFLR1;#N/A
4173;LIMK2;#N/A
4174;ERLIN1;#N/A
4175;EFEMP2;#N/A
4176;CORT;#N/A
4177;CAMK1D;#N/A
4178;MAP4K1;#N/A
4179;FEN1;#N/A
4180;FBXW8;#N/A
4181;CBX1;#N/A
4182;CAPRIN2;#N/A
4183;AGL;#N/A
4184;UBD;#N/A
4185;BIK;#N/A
4186;ZNF205;#N/A
4187;BTN3A3;#N/A
4188;OFD1;#N/A
4189;POLA1;#N/A
4190;NDEL1;#N/A
4191;RGS5;#N/A
4192;DMAP1;#N/A
4193;FBXO6;#N/A
4194;DACH1;#N/A
4195;BTN2A2;#N/A
4196;LIN37;#N/A
4197;TWIST2;#N/A
4198;TIMP2;#N/A
4199;HNF1A;x
4200;ZBED6;#N/A
4201;PRKCSH;#N/A
4202;MSTN;#N/A
4203;ZNF136;#N/A
4204;ACBD5;#N/A
4205;ASXL2;x
4206;CRY2;#N/A
4207;INSM1;#N/A
4208;FBXL15;#N/A
4209;PIGK;#N/A
4210;POMT2;#N/A
4211;CUL4A;x
4212;RPAP2;#N/A
4213;ZNF558;#N/A
4214;SUPT3H;#N/A
4215;SMARCD2;#N/A
4216;NAV1;#N/A
4217;ASAP2;#N/A
4218;FBXW2;#N/A
4219;TRPV6;#N/A
4220;UBE4A;#N/A
4221;CHRD;#N/A
4222;ARHGAP4;#N/A
4223;PAFAH1B1;#N/A
4224;SIRT7;#N/A
4225;DYRK1B;#N/A
4226;FOXF2;#N/A
4227;KRT1;#N/A
4228;RNF126;#N/A
4229;COL17A1;#N/A
4230;CD5;#N/A
4231;ALDH2;x
4232;HMG20B;#N/A
4233;RGMA;#N/A
4234;SIGLEC9;#N/A
4235;UBXN11;#N/A
4236;RRP1B;#N/A
4237;YAF2;#N/A
4238;RPN1;#N/A
4239;UBXN7;#N/A
4240;BTNL8;#N/A
4241;SCARB1;#N/A
4242;RANGRF;#N/A
4243;UGT1A10;#N/A
4244;PRELP;#N/A
4245;BTLA;#N/A
4246;CD24;#N/A
4247;HNRNPC;#N/A
4248;G3BP1;#N/A
4249;UCHL5;#N/A
4250;NELFB;#N/A
4251;CRY1;#N/A
4252;MYOG;#N/A
4253;ZNF253;#N/A
4254;DHFR;#N/A
4255;GABPA;#N/A
4256;MTX1;#N/A
4257;RFXAP;#N/A
4258;COLEC10;#N/A
4259;RPRD1B;#N/A
4260;PLEK;#N/A
4261;CDK7;#N/A
4262;HECTD3;#N/A
4263;PTPA;#N/A
4264;SATB2;#N/A
4265;LYAR;#N/A
4266;FOXH1;#N/A
4267;KRT5;#N/A
4268;ZNF764;#N/A
4269;PLVAP;#N/A
4270;SLC33A1;#N/A
4271;ETV1;x
4272;HIP1R;#N/A
4273;NDRG1;#N/A
4274;STMN2;#N/A
4275;TIGAR;x
4276;ZNF10;#N/A
4277;KCND2;#N/A
4278;KBTBD8;#N/A
4279;SRGAP3;#N/A
4280;GPS1;#N/A
4281;PAWR;#N/A
4282;RGS20;#N/A
4283;MKS1;#N/A
4284;POU5F1;#N/A
4285;TBKBP1;#N/A
4286;CRTC1;#N/A
4287;CREBZF;#N/A
4288;NUMB;#N/A
4289;FGL2;#N/A
4290;INHA;x
4291;CRTC3;#N/A
4292;MMRN1;#N/A
4293;DHCR24;#N/A
4294;ZNF566;#N/A
4295;RGMB;#N/A
4296;TAF15;#N/A
4297;DEF6;#N/A
4298;RCHY1;#N/A
4299;ZNF440;#N/A
4300;TFAP2C;#N/A
4301;CARD18;#N/A
4302;POU1F1;#N/A
4303;DTX2;#N/A
4304;TCERG1;#N/A
4305;TMBIM6;#N/A
4306;EYA1;#N/A
4307;ALPL;#N/A
